built_year,num_beds,num_baths,lat,lng,size_sqft,tenure_group,subzone_per_price_encoded,property_type_ordinal,dist_to_nearest_important_mrt_rounded,number_of_nearby_primary_schools,number_of_nearby_secondary_schools,number_of_nearby_shopping_malls,name_of_nearest_BN_ordinal,name_of_nearest_CR_ordinal,price,per_price
2023.0,3.0,3.0,1.3164867,103.8574675,1152.0,3,1917.4476785184247,3,0,2,1,0,9,5,2292200,1989.7569444444443
2024.0,3.0,2.0,1.3260123,103.8500626,1152.0,3,1403.612999786757,3,1,2,0,0,2,5,2625000,2278.645833333333
2002.0,3.0,2.0,1.39187155,103.8846161,1216.0,1,988.4749487970334,1,1,3,2,0,5,2,682500,561.266447368421
1989.0,3.0,2.0,1.37747295,103.8912765,1119.0,1,579.8404284242657,1,1,5,4,0,5,2,577500,516.0857908847184
2024.0,5.0,4.0,1.3005809,103.8993936,2142.0,3,2080.489980497174,3,2,1,2,0,6,5,5477800,2557.329598506069
2016.0,3.0,2.0,1.40592365,103.9104187,1001.0,1,882.9882742241141,1,2,4,2,0,5,2,699300,698.6013986013986
2022.0,1.0,1.0,1.3271094,103.7964042,474.0,1,2359.7973991236627,3,2,0,3,0,7,4,1360100,2869.409282700422
2020.0,3.0,3.0,1.35516795,103.9296507,1066.0,1,801.2615590585872,3,1,2,3,0,6,3,1510900,1417.3545966228894
1988.0,5.0,5.0,1.37138015,103.8325961,2600.0,3,1688.60113206938,7,0,2,3,0,4,2,5964000,2293.846153846154
2022.0,3.0,3.0,1.3271094,103.7964042,1119.0,1,2359.7973991236627,3,2,0,3,0,7,4,2831800,2530.6523681858803
2017.0,3.0,2.0,1.44476015,103.8318794,1001.0,1,737.8508630442027,1,5,0,1,1,1,1,656200,655.5444555444556
2023.0,5.0,5.0,1.3124025,103.8411716,1819.0,1,2678.315035114304,3,0,2,1,0,9,5,4519200,2484.442001099505
2017.0,4.0,3.0,1.3523793,103.6967059,1153.0,1,665.9786490699327,2,6,3,1,0,1,4,1048800,909.6270598438856
2023.0,2.0,2.0,1.3164867,103.8574675,1130.0,3,1917.4476785184247,3,0,2,1,0,9,5,2363600,2091.6814159292035
2025.0,4.0,4.0,1.29410615,103.8367347,2056.0,3,3053.5539858120496,3,1,0,1,0,9,5,6603300,3211.7217898832687
1985.0,2.0,2.0,1.35025705,103.7566573,785.0,1,514.1002808223894,1,1,3,2,0,7,4,420000,535.031847133758
2001.0,5.0,6.0,1.3342095,103.8065763,5000.0,3,1991.335767854376,7,2,1,3,0,7,5,9429000,1885.8
1988.0,3.0,2.0,1.34805165,103.9555902,1302.0,0,1001.4848945239536,1,2,4,2,0,3,3,630000,483.8709677419355
2016.0,6.0,7.0,1.2411094,103.8361612,7432.0,1,2330.3504413604733,8,3,0,0,0,8,5,16800000,2260.4951560818085
2024.0,3.0,4.0,1.2963944,103.8910139,1399.0,3,2427.3105155897542,3,2,0,0,0,6,5,3913200,2797.140814867763
2024.0,4.0,4.0,1.3454601,103.7695009,1410.0,1,1611.6211121983952,3,2,1,0,0,7,4,2752300,1951.985815602837
2016.0,3.0,2.0,1.2985638,103.8844079,1184.0,3,2737.5776449985,3,2,0,1,0,6,5,3066000,2589.527027027027
1995.0,4.0,3.0,1.3923914,103.7443826,1636.0,0,597.9541886480589,1,1,3,3,1,1,4,798000,487.7750611246944
2008.0,1.0,1.0,1.28099045,103.8527405,689.0,1,2509.837165559604,3,0,0,0,1,9,5,1491000,2164.0058055152394
1984.0,3.0,2.0,1.35777425,103.8707064,990.0,1,1433.0179273921692,1,1,2,1,0,5,2,577500,583.3333333333334
1986.0,3.0,2.0,1.4209385,103.8361094,1119.0,1,602.3662443381116,1,5,3,4,0,4,2,522900,467.2922252010724
2025.0,3.0,2.0,1.31730585,103.8326075,1227.0,3,3097.817490665313,3,1,1,3,0,9,5,3570000,2909.5354523227384
2023.0,2.0,2.0,1.36679605,103.8865754,646.0,1,1617.7712322913471,3,2,2,2,0,5,2,1291500,1999.2260061919503
2008.0,1.0,1.0,1.30406545,103.8489144,592.0,3,1983.820211306516,3,0,3,1,0,9,5,1365000,2305.743243243244
2016.0,2.0,2.0,1.3275507,103.9235391,732.0,1,1104.550071468105,1,2,4,1,0,6,3,577500,788.9344262295082
2024.0,2.0,2.0,1.2963944,103.8910139,689.0,3,2427.3105155897542,3,2,0,0,0,6,5,2119300,3075.9071117561684
1982.0,2.0,2.0,1.3399244,103.7407167,721.0,1,554.280771405031,1,1,2,1,0,7,4,420000,582.5242718446602
2016.0,3.0,2.0,1.2985638,103.8844079,1378.0,3,2737.5776449985,3,2,0,1,0,6,5,3849300,2793.396226415094
2018.0,3.0,2.0,1.3910774,103.8808832,1011.0,1,953.7208514256196,1,2,3,1,0,5,2,603800,597.2304648862512
1987.0,3.0,2.0,1.3348851,103.9117342,904.0,1,1343.4665706558424,1,0,1,0,0,6,3,493500,545.9070796460177
2025.0,3.0,2.0,1.28617715,103.83955,1141.0,1,2595.0263363825534,3,1,0,1,0,9,5,2730000,2392.638036809816
2007.0,6.0,4.0,1.3562233,103.8322278,4000.0,3,1742.5461971398502,8,1,0,0,1,4,2,12810000,3202.5
2023.0,4.0,3.0,1.4472921,103.8283833,1152.0,1,737.8508630442027,2,5,2,0,0,1,1,1260000,1093.75
2026.0,4.0,3.0,1.4446778,103.8311689,1399.0,1,737.8508630442027,2,5,0,1,1,1,1,1764000,1260.9006433166549
2025.0,2.0,2.0,1.29410615,103.8367347,807.0,3,3053.5539858120496,3,1,0,1,0,9,5,2787800,3454.5229244114003
2023.0,3.0,2.0,1.3027702,103.8694351,1141.0,1,2737.5776449985,3,1,0,0,0,6,5,3360000,2944.78527607362
2025.0,4.0,3.0,1.3131859,103.8996932,1227.0,3,1522.4572647705625,3,1,2,2,0,6,5,2605300,2123.308883455583
2014.0,1.0,1.0,1.3004468,103.8459094,560.0,1,2776.290163665649,3,0,1,1,1,9,5,1365000,2437.5
2004.0,3.0,2.0,1.38122065,103.8801741,914.0,1,693.0737380406485,1,1,2,1,0,5,2,519800,568.7089715536105
2001.0,6.0,9.0,1.3870489,103.872999,4352.0,2,1427.084085388165,8,2,2,1,0,5,2,9166500,2106.2729779411766
2023.0,2.0,2.0,1.3159611,103.836848,667.0,3,2678.315035114304,3,0,2,1,0,9,5,2047500,3069.7151424287854
2023.0,3.0,2.0,1.3027702,103.8694351,1249.0,1,2737.5776449985,3,1,0,0,0,6,5,3780000,3026.421136909528
2026.0,3.0,3.0,1.3859375,103.8344657,1000.0,1,2084.9006118689344,3,2,1,0,0,4,2,2415000,2415.0
2000.0,3.0,2.0,1.3359523,103.9389363,1238.0,1,818.5573020204936,1,1,3,3,0,6,3,774900,625.9289176090468
1998.0,3.0,3.0,1.2980308,103.7663779,1206.0,1,1054.9831745384174,3,2,0,1,0,7,4,1701000,1410.44776119403
2026.0,3.0,2.0,1.3707978,103.9469571,1066.0,1,1248.6345050987538,3,3,1,1,0,3,3,1942500,1822.232645403377
2016.0,1.0,1.0,1.36483865,103.7641702,517.0,1,1581.8597378488992,3,2,1,1,1,7,4,819000,1584.139264990329
1988.0,3.0,2.0,1.4180438,103.8405602,1119.0,0,602.3662443381116,1,5,2,3,1,4,2,525000,469.1689008042896
2001.0,7.0,6.0,1.3376913,103.7860849,11560.0,2,2025.443375737397,8,3,0,0,0,7,4,15624000,1351.5570934256054
2016.0,2.0,2.0,1.44310135,103.8246617,764.0,1,1448.2728418366185,3,4,1,2,1,1,1,945000,1236.910994764398
2026.0,3.0,2.0,1.3859375,103.8344657,1044.0,1,2084.9006118689344,3,2,1,0,0,4,2,2192400,2100.0
2014.0,4.0,3.0,1.3501789,103.9284451,1876.0,1,801.2615590585872,2,1,1,3,0,6,3,2100000,1119.402985074627
2015.0,2.0,2.0,1.32956515,103.868241,818.0,3,1972.6162078917373,3,1,2,2,1,2,5,1575000,1925.427872860636
1998.0,4.0,3.0,1.3721314,103.8287,1617.0,3,1688.60113206938,4,1,1,3,0,4,2,3675000,2272.7272727272725
2023.0,1.0,1.0,1.3087662,103.8090654,495.0,3,2821.071143374919,3,1,0,0,0,7,5,1527800,3086.464646464646
2024.0,3.0,2.0,1.3307095,103.8683907,872.0,3,1972.6162078917373,3,1,3,2,1,2,5,2568300,2945.298165137615
2024.0,4.0,3.0,1.33869315,103.8717495,1281.0,1,2339.427236760322,3,1,2,2,0,5,5,3081800,2405.776736924278
2024.0,2.0,1.0,1.29773195,103.8559135,614.0,1,3155.114005693453,3,0,2,1,4,9,5,1901600,3097.0684039087946
2023.0,1.0,1.0,1.304855,103.7737763,527.0,1,2055.5379118313936,3,1,0,5,0,7,4,1260000,2390.8918406072107
1989.0,4.0,3.0,1.3257831,103.90975,1571.0,0,1104.550071468105,1,1,3,1,0,6,3,976500,621.5786123488224
2022.0,2.0,2.0,1.29152045,103.8051132,689.0,1,1540.6832550914592,3,2,1,1,0,8,5,1974000,2865.021770682148
2020.0,2.0,2.0,1.34556315,103.7243066,926.0,1,604.6088283932096,3,2,2,5,0,7,4,1470000,1587.4730021598273
2023.0,4.0,4.0,1.3171376,103.7597012,1464.0,1,1860.1350949069308,3,2,3,2,0,7,4,2929500,2001.0245901639344
2003.0,3.0,2.0,1.3984349,103.907281,1184.0,0,679.023858772315,1,2,7,5,0,5,2,577500,487.7533783783784
2026.0,2.0,1.0,1.44002835,103.827741,678.0,1,1448.2728418366185,3,4,3,1,0,1,1,1080400,1593.5103244837758
2026.0,2.0,2.0,1.3159484,103.8575892,710.0,3,1917.4476785184247,3,0,2,1,0,9,5,1502600,2116.3380281690143
2000.0,3.0,2.0,1.2931142,103.8113931,1033.0,1,1318.1396877331297,1,2,2,3,0,8,5,945000,914.811229428848
2017.0,3.0,2.0,1.4479183,103.8313758,1216.0,1,737.8508630442027,1,5,0,0,0,1,1,771800,634.703947368421
2024.0,4.0,4.0,1.29988105,103.8881143,1581.0,1,2427.3105155897542,3,2,0,3,0,6,5,3853500,2437.381404174573
2025.0,4.0,3.0,1.3568431,103.9304835,1206.0,1,801.2615590585872,2,2,2,3,0,6,3,1470000,1218.9054726368158
2024.0,3.0,2.0,1.29988105,103.8881143,1206.0,1,2427.3105155897542,3,2,0,3,0,6,5,2918000,2419.568822553897
2018.0,3.0,2.0,1.3249096,103.8555931,1000.0,1,1403.612999786757,1,1,1,1,0,2,5,827400,827.4
2026.0,3.0,3.0,1.4446778,103.8311689,1044.0,1,737.8508630442027,2,5,0,1,1,1,1,1202200,1151.5325670498084
2024.0,3.0,2.0,1.3660231,103.7750719,958.0,1,1503.5146534026362,3,3,1,0,0,7,4,1607100,1677.5574112734864
2024.0,1.0,1.0,1.2963944,103.8910139,484.0,3,2427.3105155897542,3,2,0,0,0,6,5,1485100,3068.3884297520663
2026.0,2.0,1.0,1.3707978,103.9469571,710.0,1,1248.6345050987538,3,3,1,1,0,3,3,1470000,2070.422535211268
2016.0,2.0,2.0,1.2908896,103.837458,1119.0,1,2327.530282113195,3,1,0,1,0,9,5,2814000,2514.745308310992
1990.0,3.0,2.0,1.34352555,103.6961933,1119.0,0,665.9786490699327,1,5,6,1,1,1,4,513300,458.7131367292225
2017.0,3.0,2.0,1.3739714,103.7426171,1001.0,1,578.7257442528899,1,3,2,1,0,7,4,588000,587.4125874125874
2023.0,4.0,4.0,1.304855,103.7737763,1496.0,1,2055.5379118313936,3,1,0,5,0,7,4,3045000,2035.427807486631
2009.0,2.0,2.0,1.30646595,103.8475411,850.0,3,1874.543309986129,3,0,1,1,0,9,5,1575000,1852.9411764705883
2022.0,6.0,6.0,1.36703,103.8899665,5748.0,1,932.7573406531578,7,2,2,3,0,5,2,4615800,803.0271398747391
1997.0,6.0,6.0,1.325923,103.7961083,5580.0,1,2359.7973991236627,8,2,0,2,0,7,4,14910000,2672.043010752688
2016.0,3.0,2.0,1.37520485,103.8823716,990.0,1,693.0737380406485,1,1,5,4,0,5,2,699300,706.3636363636364
2004.0,3.0,2.0,1.3958683,103.9153198,1023.0,0,679.023858772315,1,2,5,2,0,5,2,598500,585.0439882697947
2011.0,6.0,8.0,1.3417329,103.7881476,9000.0,2,2025.443375737397,8,3,0,0,0,7,4,54600000,6066.666666666667
2016.0,4.0,2.0,1.432231,103.7993011,1249.0,1,900.6745244967137,2,1,2,4,0,1,1,1449000,1160.1281024819857
2021.0,3.0,3.0,1.3455515,103.8815143,1227.0,3,2196.755238470376,3,1,3,5,0,5,3,2696200,2197.3920130399347
2010.0,3.0,3.0,1.2433584,103.8374519,2723.0,1,2330.3504413604733,3,3,0,0,0,8,5,10269000,3771.20822622108
2022.0,1.0,1.0,1.3271094,103.7964042,474.0,1,2359.7973991236627,3,2,0,3,0,7,4,1360100,2869.409282700422
2026.0,3.0,2.0,1.3404645,103.8837331,947.0,1,1924.2543544525136,3,2,1,2,0,5,5,1890000,1995.7761351636748
2017.0,3.0,2.0,1.3095995,103.7840452,1001.0,1,942.4822450865028,1,1,2,2,0,7,4,1016400,1015.3846153846154
2023.0,4.0,4.0,1.28301625,103.839887,1399.0,1,2595.0263363825534,3,0,1,1,0,8,5,3953200,2825.732666190136
2025.0,5.0,5.0,1.3116278,103.7938855,3454.0,1,2272.484410034913,3,0,0,0,1,7,4,12821900,3712.188766647365
1981.0,3.0,3.0,1.3540412,103.8436266,2000.0,3,919.7404908328144,4,1,0,3,0,4,2,4200000,2100.0
1986.0,3.0,2.0,1.37241715,103.887604,904.0,1,579.8404284242657,1,1,4,4,0,5,2,513300,567.8097345132743
1989.0,4.0,3.0,1.32447465,103.9539888,2800.0,3,1222.6839629297308,7,1,0,1,0,3,3,6699000,2392.5
2002.0,3.0,2.0,1.31138395,103.7671823,1183.0,1,752.5400219646585,1,1,2,5,1,7,4,966000,816.5680473372781
2002.0,3.0,2.0,1.3480872,103.7074985,1184.0,1,576.8426297456575,1,4,3,3,0,1,4,735000,620.777027027027
2026.0,4.0,4.0,1.3113227,103.8524758,1378.0,1,1967.13103432837,3,0,2,0,0,9,5,2884400,2093.178519593614
2009.0,2.0,3.0,1.3143868,103.8445323,1001.0,3,2678.315035114304,3,1,2,0,0,9,5,1837500,1835.664335664336
2024.0,3.0,2.0,1.4417104,103.827659,969.0,1,1448.2728418366185,3,4,1,1,0,1,1,1470000,1517.0278637770898
1970.0,6.0,7.0,1.30640765,103.9327896,8000.0,3,1434.2795912706658,7,3,0,1,0,6,3,6279000,784.875
2027.0,3.0,2.0,1.4349279,103.8452818,969.0,1,1049.6741731192612,2,6,4,3,0,4,2,1197000,1235.2941176470588
2026.0,4.0,4.0,1.2915415,103.8451744,1959.0,1,3173.7483662528653,3,0,1,1,0,9,5,5821200,2971.5160796324653
1986.0,3.0,2.0,1.37241715,103.887604,904.0,1,579.8404284242657,1,1,4,4,0,5,2,513300,567.8097345132743
2026.0,2.0,2.0,1.29142015,103.8442681,829.0,1,3173.7483662528653,3,0,0,1,0,9,5,2337300,2819.420989143546
2025.0,1.0,1.0,1.29410615,103.8367347,527.0,3,3053.5539858120496,3,1,0,1,0,9,5,1739800,3301.328273244782
2024.0,2.0,1.0,1.375344,103.7587454,721.0,1,1401.41309358928,3,3,2,2,0,7,4,1118200,1550.9015256588073
2016.0,4.0,2.0,1.4009397,103.8972622,1195.0,1,892.8686354010862,2,1,3,3,0,5,2,1554000,1300.418410041841
1999.0,3.0,2.0,1.4471134,103.8205092,1076.0,0,829.8773838209655,1,4,4,1,1,1,1,630100,585.5947955390335
1987.0,3.0,2.0,1.3743862,103.8829037,1109.0,1,579.8404284242657,1,1,5,4,0,5,2,480900,433.6339044183949
2023.0,3.0,3.0,1.3159611,103.836848,1163.0,3,2678.315035114304,3,0,2,1,0,9,5,3381000,2907.1367153912297
1976.0,3.0,4.0,1.3903539,103.860559,5800.0,3,1427.084085388165,7,3,0,0,0,5,2,9333300,1609.1896551724135
2010.0,6.0,6.0,1.2481118,103.8406065,11600.0,1,2330.3504413604733,8,3,0,0,0,8,5,26827500,2312.7155172413795
1975.0,3.0,2.0,1.3253011,103.9232041,1227.0,1,1104.550071468105,1,2,3,1,0,6,3,732900,597.3105134474328
1988.0,3.0,2.0,1.3550445,103.9365019,1119.0,1,801.2615590585872,1,1,5,3,0,6,3,582800,520.8221626452189
2013.0,3.0,3.0,1.2802667,103.8522731,1604.0,1,2509.837165559604,3,0,0,0,1,9,5,3150000,1963.8403990024933
1986.0,3.0,2.0,1.2877094,103.8121867,1313.0,1,693.7268498718421,1,2,1,3,0,8,5,840000,639.7562833206398
2014.0,3.0,3.0,1.37035665,103.8485358,1173.0,1,1315.2629848290271,3,1,3,3,3,4,2,2507400,2137.595907928389
2023.0,4.0,4.0,1.3123637,103.8032709,1496.0,3,2864.4803181782245,3,1,0,0,0,7,5,4711400,3149.331550802139
1985.0,2.0,2.0,1.3201249,103.7398583,731.0,1,578.2026689415338,1,1,0,1,0,7,4,367500,502.7359781121751
2001.0,5.0,7.0,1.36024465,103.8651108,5500.0,0,1433.0179273921692,5,1,2,1,0,5,2,7140000,1298.1818181818182
2014.0,4.0,4.0,1.3088303,103.8301305,2842.0,3,3323.7679257473533,3,1,0,0,1,9,5,16054500,5649.014778325123
2018.0,4.0,4.0,1.30120955,103.8470859,1496.0,1,1983.820211306516,3,0,1,1,2,9,5,3255000,2175.8021390374333
2010.0,1.0,1.0,1.27421825,103.8460055,635.0,1,3196.791036251859,3,0,1,0,0,8,5,1353300,2131.181102362205
2024.0,3.0,2.0,1.29988105,103.8881143,1302.0,1,2427.3105155897542,3,2,0,3,0,6,5,2625000,2016.1290322580649
2002.0,3.0,3.0,1.3375473,103.9341531,1227.0,1,818.5573020204936,3,1,4,3,0,6,3,1751400,1427.3838630806847
2021.0,4.0,3.0,1.35110615,103.876826,1238.0,1,2196.755238470376,3,0,3,4,0,5,2,2835000,2289.983844911147
2009.0,2.0,2.0,1.30646595,103.8475411,850.0,3,1874.543309986129,3,0,1,1,0,9,5,1627500,1914.7058823529408
2001.0,5.0,4.0,1.3650701,103.8850664,3500.0,0,1617.7712322913471,7,2,2,1,0,5,2,7140000,2040.0
1973.0,2.0,2.0,1.3423271,103.8465011,818.0,1,886.8390529100853,1,1,3,4,0,4,5,428400,523.716381418093
2023.0,2.0,1.0,1.30010805,103.8466745,689.0,1,2776.290163665649,3,0,1,1,2,9,5,1862700,2703.4833091436867
2025.0,2.0,2.0,1.31730585,103.8326075,786.0,3,3097.817490665313,3,1,1,3,0,9,5,2372000,3017.8117048346057
1989.0,4.0,2.0,1.37979675,103.7481967,1313.0,0,740.6755800019358,1,2,3,2,0,7,4,583300,444.2498095963443
2023.0,2.0,1.0,1.28301625,103.839887,700.0,1,2595.0263363825534,3,0,1,1,0,8,5,2052800,2932.5714285714284
1996.0,3.0,2.0,1.4374566,103.7930017,1087.0,1,542.3622453663581,1,1,7,4,1,1,1,510300,469.4572217111316
2017.0,4.0,3.0,1.3997063,103.8887984,1291.0,1,988.4749487970334,1,1,2,0,0,5,2,735000,569.3261037955074
1987.0,3.0,2.0,1.34388045,103.8550867,1109.0,1,885.0174550964008,1,1,4,3,0,4,5,714000,643.8232642019838
1999.0,5.0,6.0,1.3247753,103.9173427,5678.0,3,1104.550071468105,7,1,4,1,0,6,3,7140000,1257.4850299401198
2023.0,4.0,4.0,1.3171376,103.7597012,1496.0,1,1860.1350949069308,3,2,3,2,0,7,4,2835000,1895.0534759358288
2016.0,3.0,2.0,1.3157213,103.8416086,850.0,3,2678.315035114304,3,1,2,1,1,9,5,1890000,2223.529411764706
2022.0,2.0,1.0,1.3443339,103.8786904,700.0,3,2196.755238470376,3,1,3,5,0,5,5,1637000,2338.5714285714284
2021.0,4.0,4.0,1.330403,103.7949393,1475.0,3,2806.6217464689284,3,2,0,1,0,7,4,4329000,2934.915254237288
1990.0,5.0,5.0,1.3197144,103.8299065,7200.0,3,2150.79581715461,8,0,1,3,0,9,5,24150000,3354.1666666666665
2025.0,1.0,1.0,1.29636395,103.8572022,484.0,1,3327.508705252268,3,0,2,0,3,9,5,1594700,3294.8347107438017
2006.0,3.0,2.0,1.32095,103.9011001,915.0,1,1522.4572647705625,1,1,3,1,0,6,3,840000,918.032786885246
1980.0,2.0,2.0,1.3720323,103.8576048,731.0,1,679.2215838560895,1,2,3,2,0,4,2,420000,574.5554035567716
2022.0,1.0,1.0,1.31735885,103.8380291,710.0,3,2678.315035114304,3,1,2,1,0,9,5,1837500,2588.0281690140846
1986.0,2.0,2.0,1.3768779,103.8934395,689.0,1,627.7732370615527,1,1,5,4,0,5,2,399000,579.100145137881
1992.0,3.0,3.0,1.3564943,103.8480659,1603.0,0,919.7404908328144,1,1,1,3,0,4,2,1260000,786.0262008733624
2001.0,4.0,4.0,1.3131859,103.8996932,3200.0,3,1522.4572647705625,5,1,2,2,0,6,5,5124000,1601.25
1986.0,3.0,3.0,1.327212,103.9038584,1571.0,1,587.6710726869863,1,1,3,1,0,6,3,1575000,1002.5461489497136
2025.0,4.0,3.0,1.26522915,103.8175188,2637.0,1,2339.314096068272,3,0,0,0,1,8,5,5591200,2120.288206295032
2017.0,3.0,2.0,1.40890185,103.898367,1216.0,1,857.0653139341881,1,2,5,1,0,5,2,892500,733.9638157894736
2023.0,2.0,1.0,1.3124025,103.8411716,614.0,1,2678.315035114304,3,0,2,1,0,9,5,1830200,2980.781758957655
2027.0,5.0,4.0,1.4349279,103.8452818,1593.0,1,1049.6741731192612,2,6,4,3,0,4,2,2071400,1300.3138731952292
2023.0,4.0,3.0,1.3830328,103.8920652,1324.0,1,1347.498209534133,3,0,4,3,0,5,2,2475900,1870.0151057401813
2016.0,3.0,2.0,1.4039628,103.8952956,1001.0,1,892.8686354010862,1,1,4,3,0,5,2,669900,669.2307692307693
2023.0,1.0,1.0,1.28301625,103.839887,431.0,1,2595.0263363825534,3,0,1,1,0,8,5,1236900,2869.8375870069603
2023.0,1.0,1.0,1.3123637,103.8032709,474.0,3,2864.4803181782245,3,1,0,0,0,7,5,1415400,2986.0759493670885
2026.0,4.0,4.0,1.44002835,103.827741,1302.0,1,1448.2728418366185,3,4,3,1,0,1,1,2082200,1599.231950844854
2012.0,2.0,2.0,1.3362446,103.8697762,1119.0,1,2172.45145145759,3,2,2,2,0,5,5,1709400,1527.6139410187668
2026.0,5.0,5.0,1.3113227,103.8524758,1894.0,1,1967.13103432837,3,0,2,0,0,9,5,3150000,1663.1467793030622
1976.0,2.0,2.0,1.3472528,103.7139142,700.0,1,576.8426297456575,1,4,4,3,1,7,4,357000,510.0
1970.0,2.0,2.0,1.2938177,103.8036648,721.0,1,1540.6832550914592,1,2,2,1,0,8,5,378000,524.2718446601941
2017.0,3.0,2.0,1.34481015,103.7456624,1022.0,1,667.3457763448878,1,1,3,2,0,7,4,681200,666.5362035225049
2017.0,3.0,2.0,1.3949801,103.9107893,1044.0,1,679.023858772315,1,2,6,3,1,5,2,651000,623.5632183908046
1979.0,3.0,2.0,1.3137768,103.7623974,1023.0,0,752.5400219646585,1,2,3,3,1,7,4,627900,613.782991202346
2022.0,3.0,4.0,1.31735885,103.8380291,1539.0,3,2678.315035114304,3,1,2,1,0,9,5,3609900,2345.6140350877195
2025.0,2.0,2.0,1.29410615,103.8367347,807.0,3,3053.5539858120496,3,1,0,1,0,9,5,2453800,3040.644361833953
2002.0,5.0,5.0,1.3245794,103.9136468,4000.0,3,1104.550071468105,7,1,3,1,0,6,3,6174000,1543.5
2003.0,3.0,2.0,1.30779005,103.7837251,936.0,1,2055.5379118313936,1,1,1,2,0,7,4,645800,689.957264957265
2024.0,4.0,3.0,1.3393381,103.7638932,1302.0,3,1781.655488834343,3,2,1,0,0,7,4,2625000,2016.1290322580649
2000.0,3.0,2.0,1.29492295,103.8390237,946.0,2,3053.5539858120496,3,1,0,1,0,9,5,1879500,1986.7864693446088
2010.0,6.0,7.0,1.2481118,103.8406065,11500.0,1,2330.3504413604733,8,3,0,0,0,8,5,22890000,1990.434782608696
1979.0,3.0,2.0,1.3293218,103.9310904,990.0,0,1512.0757694664285,1,2,4,1,0,6,3,551200,556.7676767676768
2001.0,4.0,4.0,1.3818078,103.8628565,4000.0,1,1427.084085388165,4,3,2,0,0,5,2,3675000,918.75
2027.0,3.0,2.0,1.3252767,103.9326308,893.0,1,1512.0757694664285,3,2,4,1,0,6,3,1795500,2010.6382978723404
2000.0,3.0,3.0,1.3481616,103.9274616,1238.0,1,801.2615590585872,3,1,1,2,0,6,3,1417500,1144.9919224555736
2016.0,1.0,1.0,1.2773432,103.8456501,614.0,1,3196.791036251859,3,0,1,0,1,9,5,2402400,3912.703583061889
1995.0,3.0,2.0,1.3952052,103.7448605,1173.0,0,597.9541886480589,1,0,4,3,1,1,1,609000,519.1815856777494
2024.0,2.0,1.0,1.30397875,103.8226916,710.0,3,2775.987237432,3,2,0,0,1,8,5,2243800,3160.281690140845
2026.0,4.0,4.0,1.31064045,103.8521493,1378.0,1,1967.13103432837,3,0,2,0,0,9,5,2950500,2141.1465892597967
2027.0,3.0,2.0,1.4349279,103.8452818,969.0,1,1049.6741731192612,2,6,4,3,0,4,2,1197000,1235.2941176470588
2002.0,3.0,2.0,1.4027297,103.7502941,1184.0,0,560.8687406993545,1,1,2,1,0,1,1,577500,487.7533783783784
2025.0,4.0,4.0,1.29410615,103.8367347,2056.0,3,3053.5539858120496,3,1,0,1,0,9,5,6606600,3213.326848249027
2024.0,3.0,2.0,1.29988105,103.8881143,1206.0,1,2427.3105155897542,3,2,0,3,0,6,5,2887500,2394.2786069651743
2018.0,3.0,2.0,1.36925685,103.8340847,1216.0,1,1922.279505289828,1,0,2,4,0,4,2,1365000,1122.532894736842
1994.0,4.0,2.0,1.3257617,103.8571511,1431.0,1,1403.612999786757,1,1,2,1,0,2,5,929200,649.3361285814116
2014.0,3.0,3.0,1.3028378,103.8408603,1313.0,3,2460.880151965144,3,1,0,1,4,9,5,2934800,2235.186595582635
2022.0,4.0,4.0,1.3443339,103.8786904,1216.0,3,2196.755238470376,3,1,3,5,0,5,5,2598800,2137.1710526315787
1978.0,3.0,2.0,1.2757389,103.8092723,1259.0,1,876.102411561595,1,1,1,0,0,8,5,764400,607.1485305798252
2013.0,3.0,3.0,1.2802667,103.8522731,1571.0,1,2509.837165559604,3,0,0,0,1,9,5,3719100,2367.345639719924
2025.0,4.0,2.0,1.3086965,103.8981317,1163.0,3,2083.217190005505,3,1,2,3,0,6,5,2422600,2083.061049011178
2015.0,3.0,2.0,1.3944099,103.8752162,1012.0,1,953.7208514256196,1,2,2,1,0,5,2,839000,829.0513833992095
2022.0,2.0,2.0,1.3157947,103.8320963,743.0,3,3097.817490665313,3,1,1,3,0,9,5,2557800,3442.5302826379543
1972.0,2.0,1.0,1.33203315,103.8440903,699.0,1,866.5909108985753,1,1,3,1,0,2,5,407400,582.8326180257511
2017.0,4.0,2.0,1.43200585,103.8007999,1249.0,1,900.6745244967137,2,1,3,3,0,1,1,1627500,1303.0424339471576
2022.0,1.0,1.0,1.3443339,103.8786904,463.0,3,2196.755238470376,3,1,3,5,0,5,5,1194900,2580.777537796976
1997.0,5.0,5.0,1.3386601,103.7716623,7700.0,1,1611.6211121983952,7,3,2,0,0,7,4,9135000,1186.3636363636365
2020.0,4.0,4.0,1.3874898,103.8570817,3035.0,1,1214.0768583503536,4,3,0,0,0,4,2,4039000,1330.8072487644151
2024.0,3.0,4.0,1.2963944,103.8910139,1496.0,3,2427.3105155897542,3,2,0,0,0,6,5,3735900,2497.2593582887703
2017.0,3.0,2.0,1.3565805,103.9326163,1001.0,1,801.2615590585872,1,1,2,3,0,6,3,691700,691.008991008991
2024.0,3.0,3.0,1.3087662,103.8090654,1281.0,3,2821.071143374919,3,1,0,0,0,7,5,3245400,2533.4894613583137
